,place_id,name,main_category,categories,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
1433,ChIJq6qqBw-IoDERVc9RrQ8rmQE,Quán Cơm Chay Sao Phú Cương,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 2480 705,"Quán Cơm Chay Sao Phú Cương, 279, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều","279, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1434,ChIJwRg0DaBioDER86r3AR_mUv8,Quán Ăn Gia Đình Nam Đô 1,Nhà hàng,Nhà hàng,+84 292 3820 057,"Quán Ăn Gia Đình Nam Đô 1, 41 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",41 Đ. Đề Thám,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1435,ChIJY2ocFaBioDERd4leIGgkOww,Quán Ăn Thiện Phát,Nhà hàng,Nhà hàng,+84 939 655 969,"2QMM+G8H Quán Ăn Thiện Phát, Tp, Đ. Nguyễn Khuyến, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều","2QMM+G8H Tp, Đ. Nguyễn Khuyến",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1436,ChIJBQ4atdaJoDER38UPBGWkkgI,Quán ăn gia đình Nàng Út,Quán bia,Quán bia,+84 939 802 777,"Quán ăn gia đình Nàng Út, Bờ Hồ Bún Xáng, Hẻm 51 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ 90000, Việt Nam","Phường An Khánh, Ninh Kiều","Bờ Hồ Bún Xáng, Hẻm 51 Đ. Nguyễn Văn Cừ",Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
1437,ChIJkdAcD8OJoDERFblwKlZxo2I,Quán ăn sáng Cô Tư,Quán ăn nhẹ,Quán ăn nhẹ,,"2PVR+2FC Quán ăn sáng Cô Tư, Nguyễn Thị Tạo, Long Hoà, Bình Thủy, Cần Thơ, Việt Nam","Long Hoà, Bình Thủy","2PVR+2FC, Nguyễn Thị Tạo",Cần Thơ,,"Bình Thủy, Cần Thơ",VN
1438,ChIJi4gLFzeJoDER41FZ6-znwAQ,Quán ăn nhanh,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 142 669,"Quán ăn nhanh, 171 Đ. Nguyễn Tri Phương, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",171 Đ. Nguyễn Tri Phương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1439,ChIJeRAKtmuIoDER8ikI8snxb8g,Quán Ăn Phước Lộc Thọ,Nhà hàng,Nhà hàng,,"Quán Ăn Phước Lộc Thọ, 52 Trần Bạch Đằng, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",52 Trần Bạch Đằng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1440,ChIJwQPAf0GIoDERXuJnydhn1Po,Quán Ăn Vườn Mận,Nhà hàng,Nhà hàng,,"2QJ3+F4X Quán Ăn Vườn Mận, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","2QJ3+F4X, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1441,ChIJIcUNKKBioDER40nVXzj2X5U,Quán Ăn Tây Đô,Nhà hàng,Nhà hàng,,"Quán Ăn Tây Đô, 89 Võ Văn Tần, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",89 Võ Văn Tần,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1442,ChIJb8VClqBioDERICfo4iZQCEc,Quán Ăn Phở Tái-Viên,Nhà hàng,Nhà hàng,+84 292 3826 451,"Quán Ăn Phở Tái-Viên, 58 Đ. Trương Định, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",58 Đ. Trương Định,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1443,ChIJI4h2UkiJoDERfEVgcV2LyBY,Quán Ăn Gia Đình Sông Sen,Quán ăn nhỏ,Quán ăn nhỏ,,"2PQV+8V3 Quán Ăn Gia Đình Sông Sen, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",2PQV+8V3,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1444,ChIJZw0SrmeIoDER08FcYBG7oWM,Quán Ăn Cường Ký,Nhà hàng,Nhà hàng,,"Quán Ăn Cường Ký, Long Hòa, Ninh Kiều, Cần Thơ, Việt Nam","Long Hòa, Ninh Kiều",,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1445,ChIJWZ36nziJoDERJ0ksg6WIYAg,Quán cơm thiện nguyện 1000 Cần Thơ,Nhà hàng cơm biryani,Nhà hàng cơm biryani,+84 919 778 131,"Quán cơm thiện nguyện 1000 Cần Thơ, Đ. Trần Việt Châu, Thới Bình, Ninh Kiều, Cần Thơ, Việt Nam","Thới Bình, Ninh Kiều",Đ. Trần Việt Châu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1447,ChIJI41GjfGHoDERYkOuWymXQdM,Bếp Xưa Cơm Nhà Ngoại,Nhà hàng cơm,Nhà hàng cơm,+84 909 744 222,"Bếp Xưa Cơm Nhà Ngoại, 87 Đường số 1, khu giảng viên, Ninh Kiều, Cần Thơ, Việt Nam","khu giảng viên, Ninh Kiều",87 Đường số 1,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1448,ChIJb5w6wFyJoDERYsl-d2sJf2w,Quán cháo lòng,Quán ăn nhẹ,Quán ăn nhẹ,,"Quán cháo lòng, 95 Đ. Cách Mạng Tháng 8, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",95 Đ. Cách Mạng Tháng 8,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1464,ChIJZahWh6FioDER09gZUusBavE,Quán Ăn Phở 18,Nhà hàng,Nhà hàng,+84 292 3823 535,"Quán Ăn Phở 18, 18 Đ. Lý Thường Kiệt, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",18 Đ. Lý Thường Kiệt,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1466,ChIJs_da4spjoDEReVv7ZyiEJUU,Quán cơm Tư Muối,Nhà hàng gia đình,Nhà hàng gia đình,+84 988 297 969,"Quán cơm Tư Muối, 26-28 Đ. Ung Văn Khiêm, An Hội, Ninh Kiều, Cần Thơ, Việt Nam","An Hội, Ninh Kiều",26-28 Đ. Ung Văn Khiêm,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1467,ChIJHU2rpCGIoDERiQWPpkiXetE,Quán Ăn Ngọc,Nhà hàng,Nhà hàng,+84 939 160 469,"Quán Ăn Ngọc, 91 Đ. Nguyễn Việt Hồng, An Lạc, Ninh Kiều, Cần Thơ, Việt Nam","An Lạc, Ninh Kiều",91 Đ. Nguyễn Việt Hồng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1468,ChIJVxTZuoWJoDERx9A42nQGMVM,quán ăn Hàn Quốc SECHIN,Nhà hàng,Nhà hàng,+84 326 170 049,"quán ăn Hàn Quốc SECHIN, 122/7A1 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",122/7A1 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1470,ChIJJczdE69ioDERawZ0EvOcG2w,Sơn Dương Quán,Nhà hàng,Nhà hàng,,"Sơn Dương Quán, 192 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",192 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1473,ChIJrcdd-MZjoDERCM7WyQSOkT8,Quán Cơn Dì Hai,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Cơn Dì Hai, 2a Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",2a Sông Hậu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1474,ChIJU4RTuKFioDERO60rM3sEESU,Quán Cơm Bình Dân,Nhà hàng,Nhà hàng,+84 292 3825 549,"Quán Cơm Bình Dân, 35 Ngô Gia Tự, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",35 Ngô Gia Tự,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1475,ChIJSfpmr6dioDERAmz3LAxKu74,Quán Ăn Mười Mập,Nhà hàng,Nhà hàng,+84 292 2293 115,"Quán Ăn Mười Mập, 63 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",63 Phan Đình Phùng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1476,ChIJ-48LlqBioDERF63FvttieHk,"Quán Ăn Cháo Gà, Vịt Kim Cương",Nhà hàng,Nhà hàng,+84 919 444 140,"Quán Ăn Cháo Gà, Vịt Kim Cương, 52 Đ. Trương Định, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",52 Đ. Trương Định,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1481,ChIJ1wr6t5CJoDERUL7PvbTGJME,Quán ăn sinh viên,Nhà hàng gia đình,Nhà hàng gia đình,+84 856 495 149,"Quán ăn sinh viên, 71 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",71 Đ. Trần Văn Hoài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1483,ChIJ3UPWtKFioDERGQHK9n-6Kpw,Binh Dan Restaurant,Nhà hàng,Nhà hàng,+84 292 3825 549,"Binh Dan Restaurant, 21 Đ. Ngô Văn Sở, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",21 Đ. Ngô Văn Sở,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1484,ChIJ5XNvpQKIoDERUFrqf8VCBpE,Quán Nướng A Sồi,Nhà hàng,Nhà hàng,,"Quán Nướng A Sồi, 80 Trần Quang Khải, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",80 Trần Quang Khải,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1485,ChIJY7ib9SCIoDERrqC_TinkiWg,Quán Ăn Đẹp Đời,Nhà hàng,Nhà hàng,,"Quán Ăn Đẹp Đời, 8 Đ. 30 Tháng 4, An Lạc, Ninh Kiều, Cần Thơ, Việt Nam","An Lạc, Ninh Kiều",8 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1486,ChIJa5oPBJ1ioDEROVl5QkTx4_8,Quán Ăn Đốc Tờ Dê,Nhà hàng,Nhà hàng,,"Quán Ăn Đốc Tờ Dê, 290G Khu Vực IV, Hưng Phú, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Phú, Ninh Kiều",290G Khu Vực IV,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1487,ChIJQxPm755ioDERTAwKpehMNBc,Quán Ăn Thúy Oanh,Nhà hàng,Nhà hàng,+84 292 3828 795,"Quán Ăn Thúy Oanh, 9 Đ. Cao Bá Quát, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",9 Đ. Cao Bá Quát,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1489,ChIJWYdQ_kJjoDERP1za96uihiI,Quán cơm tấm,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán cơm tấm, 4 Đ. Tân Trào, Tân An, Ninh Kiều, Cần Thơ 900000, Việt Nam","Tân An, Ninh Kiều",4 Đ. Tân Trào,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
1490,ChIJbxlA2aFioDER0bB6kwwSqL0,Quán Cơm Ngọc Hồ,Nhà hàng,Nhà hàng,,"Quán Cơm Ngọc Hồ, 52 Nguyễn Thái Học, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",52 Nguyễn Thái Học,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1491,ChIJvRhDMSGIoDERmynvq-3aijI,Quán Ăn Sumo,Nhà hàng,Nhà hàng,,"Quán Ăn Sumo, 99 Đ. 30 Tháng 4, An Lạc, Ninh Kiều, Cần Thơ, Việt Nam","An Lạc, Ninh Kiều",99 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1492,ChIJsw-PNgGJoDERQhTGuiusynY,Quán Ăn Hàn Quốc Sam 2013,Nhà hàng Hàn Quốc,Nhà hàng Hàn Quốc,,"Quán Ăn Hàn Quốc Sam 2013, 158/43 Đ. Nguyễn Việt Hồng, An Phú, Ninh Kiều, Cần Thơ, Việt Nam","An Phú, Ninh Kiều",158/43 Đ. Nguyễn Việt Hồng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1493,ChIJLZh65SeIoDERzJIladV5NHM,Quán Ăn Vườn Xanh,Nhà hàng,Nhà hàng,,"Quán Ăn Vườn Xanh, 29 Quang Trung, Hưng Phú, Cái Răng, Cần Thơ, Việt Nam","Hưng Phú, Cái Răng",29 Quang Trung,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1495,ChIJ_bTbVDCIoDERUFwyb0EVdJ4,Quán Ăn Ba Miền Ngói Đỏ,Nhà hàng,Nhà hàng,+84 913 619 079,"Quán Ăn Ba Miền Ngói Đỏ, 268 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",268 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1502,ChIJoyPms65ioDERgYp3wV4uXtw,Quán Nem Nướng 68,Nhà hàng,Nhà hàng,+84 908 679 639,"Quán Nem Nướng 68, 68 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",68 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1512,ChIJHZHBvsNjoDERLrWs65CzaR8,Quán cháo mắt má heo CHẶT CHÉM KHÁCH LÁT ĐẦU,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán cháo mắt má heo CHẶT CHÉM KHÁCH LÁT ĐẦU, 51 Trần Văn Khéo, An Hội, Ninh Kiều, Cần Thơ, Việt Nam","An Hội, Ninh Kiều",51 Trần Văn Khéo,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1515,ChIJ3cchT1CJoDERciIcUIkJixA,Quán Xóm Nướng Ngói,Quán ăn nhỏ,Quán ăn nhỏ,+84 911 579 030,"Quán Xóm Nướng Ngói, 1/63 Đ. Đinh Tiên Hoàng, An Hội, Ninh Kiều, Cần Thơ 94000, Việt Nam","An Hội, Ninh Kiều",1/63 Đ. Đinh Tiên Hoàng,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
1526,ChIJqRiZwC-JoDERVhBwOpU33oI,Ăn vặt bà Vi,Nhà hàng bán đồ ăn mang về,Nhà hàng bán đồ ăn mang về,+84 335 212 663,"Ăn vặt bà Vi, 132/42/123, Hùng Vương, An Cư, Ninh Kiều, Cần Thơ, Việt Nam","An Cư, Ninh Kiều","132/42/123, Hùng Vương",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1554,ChIJofEn7gyJoDERfXKPUB0t6VM,Cơm gà Tây Đô - Chi nhánh 6,Quán ăn nhỏ,Quán ăn nhỏ,,"Cơm gà Tây Đô - Chi nhánh 6, 1/47, Đ. Đinh Tiên Hoàng, An Hội, Ninh Kiều, Cần Thơ, Việt Nam","An Hội, Ninh Kiều","1/47, Đ. Đinh Tiên Hoàng",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1555,ChIJqcV17hmIoDERdVQ_ds-HH2k,Quán Cơm Tấn Thành,Nhà hàng,Nhà hàng,+84 908 826 626,"Quán Cơm Tấn Thành, 134 Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ 900000, Việt Nam","An Nghiệp, Ninh Kiều",134 Đ. Mậu Thân,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
1556,ChIJZzSBhZiJoDERmWZaJStcXOI,Bún cá Châu Pha,Nhà hàng gia đình,Nhà hàng gia đình,,"Bún cá Châu Pha, 69 Đ. Đinh Tiên Hoàng, An Hội, Ninh Kiều, Cần Thơ, Việt Nam","An Hội, Ninh Kiều",69 Đ. Đinh Tiên Hoàng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1563,ChIJFaWo0hyIoDERJzfKkzO2tN4,Sông Hương Quán,Nhà hàng,Nhà hàng,,"Sông Hương Quán, 54A Hùng Vương, An Hội, Ninh Kiều, Cần Thơ, Việt Nam","An Hội, Ninh Kiều",54A Hùng Vương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1575,ChIJ8Zx9JQOIoDERgkTFN7-10iY,Quán Ốc Lý Tưởng,Nhà hàng,Nhà hàng,,"Quán Ốc Lý Tưởng, 52/1 Hùng Vương, An Hội, Ninh Kiều, Cần Thơ, Việt Nam","An Hội, Ninh Kiều",52/1 Hùng Vương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1596,ChIJq6qqBw-IoDERzcg1b5ISlxA,Quán Cơm 300,Nhà hàng,Nhà hàng,+84 292 2482 319,"Quán Cơm 300, 300, Đường Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều","300, Đường Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1598,ChIJq6qqBw-IoDERVi_YC6FUIpU,Quán Phở Lẩu Bò A Lễ,Nhà hàng,Nhà hàng,+84 986 453 034,"Quán Phở Lẩu Bò A Lễ, 388E, Đường Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều","388E, Đường Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1600,ChIJq6qqBw-IoDERgYMhb33K2Aw,Quán Cơm Tấm 71,Nhà hàng,Nhà hàng,+84 902 155 829,"Quán Cơm Tấm 71, 71 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",71 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1601,ChIJ7fkAkDSJoDERWFRjg4kgt44,Quán ăn BUKA,Quán ăn nhỏ,Quán ăn nhỏ,+84 763 747 674,"Quán ăn BUKA, 381 Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",381 Đ. Trần Nam Phú,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1602,ChIJ5xLdNBKIoDERBHJk12rrWa8,Quán Cơm An Phát,Nhà hàng,Nhà hàng,+84 292 6279 470,"Quán Cơm An Phát, 134 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",134 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1606,ChIJOyKNzHaJoDERdEyFUhu3WLQ,Quán cơm Thanh Hồng,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán cơm Thanh Hồng, 163h4 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ 900000, Việt Nam","Phường An Khánh, Ninh Kiều",163h4 Nguyễn Văn Cừ Nối Dài,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
1612,ChIJ2RwLq1aJoDERb5ttDch5n0Q,Quán Cơm Thời Ký,Nhà hàng ăn nhanh,Nhà hàng ăn nhanh,+84 918 709 916,"Quán Cơm Thời Ký, 163D6 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",163D6 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1617,ChIJ4eUxU12IoDERV3udxzpxNuE,Quán Ăn My My,Nhà hàng,Nhà hàng,+84 292 6539 321,"Quán Ăn My My, 137, Đường Quốc Lộ 91B, Quận Ninh Kiều, TP.Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","137, Đường Quốc Lộ 91B, Quận Ninh Kiều, TP.Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1630,ChIJ0xcHWmuIoDERvVcyUC_9O_M,Quán Cơm Tấn Đức,Quán ăn nhỏ,Quán ăn nhỏ,+84 972 774 435,"Quán Cơm Tấn Đức, 10 Đường số 24, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",10 Đường số 24,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1635,ChIJn91yp0KIoDERO00YxEshSm4,Quán Ăn Tài Phát,Nhà hàng,Nhà hàng,+84 906 678 811,"Quán Ăn Tài Phát, 339 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",339 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1636,ChIJRYCeyhOIoDERkVqaaAvQM9k,Quán Hương Đồng Nội,Nhà hàng,Nhà hàng,+84 292 3892 605,"Quán Hương Đồng Nội, 229 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",229 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1637,ChIJZSN1OFGIoDERc2isVsvCm60,Quán Ăn Gia Đình Lộc Phú,Nhà hàng,Nhà hàng,,"Quán Ăn Gia Đình Lộc Phú, 311 Cái Sơn Hàng Bàng, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",311 Cái Sơn Hàng Bàng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1638,ChIJKT6kX1aJoDERI8w79HCmeak,Quán cơm Bà 3,Quán ăn nhẹ,Quán ăn nhẹ,,"Quán cơm Bà 3, 328C Đường Cái Sơn Hàng Bàng, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",328C Đường Cái Sơn Hàng Bàng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1639,ChIJ5SARKsqJoDERPwtJcF7smAk,Ăn Vặt Xinh Xắn,Quán ăn nhẹ,Quán ăn nhẹ,,"Ăn Vặt Xinh Xắn, Nhà Trọ DR Thanh, 3 Đ. Số 9, P, Ninh Kiều, Cần Thơ, Việt Nam","P, Ninh Kiều","Nhà Trọ DR Thanh, 3 Đ. Số 9",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1640,ChIJQfhJtMaJoDERcyjg4ULfwzA,Cơm tấm 252,Quán ăn nhỏ,Quán ăn nhỏ,+84 798 040 466,"Cơm tấm 252, 206, Đ.Xuân Thủy/AB2 HỒNG PHÁT/cuối Đ. Hoàng Quốc Việt, Cần Thơ, Việt Nam","An Bình, Cần Thơ","206, Đ.Xuân Thủy/AB2 HỒNG PHÁT/cuối Đ. Hoàng Quốc Việt",Cần Thơ,,Cần Thơ,VN
1641,ChIJ7XgQuVqIoDERvB4RsclpdBc,Quán Ăn Hoa Súng Đỏ,Nhà hàng,Nhà hàng,+84 939 965 551,"Quán Ăn Hoa Súng Đỏ, 82 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",82 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1642,ChIJieF1HLKJoDER6Tmr8z9tJM0,Quán Cơm Tuấn Anh,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Cơm Tuấn Anh, Đường Đ. Trần Vĩnh Kiết, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",Đường Đ. Trần Vĩnh Kiết,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1643,ChIJt2mp4kSJoDER8EwP8V-am4U,Quán cơm Bo Bo,Quán ăn nhỏ,Quán ăn nhỏ,+84 947 913 491,"Quán cơm Bo Bo, 258 Đ. Trần Vĩnh Kiết, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",258 Đ. Trần Vĩnh Kiết,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1644,ChIJhXR4Y1WIoDER_T-XnNf_NKA,Quán Cơm Trân Anh,Nhà hàng,Nhà hàng,,"2P8P+25M Quán Cơm Trân Anh, Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","2P8P+25M, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1645,ChIJvfA_P56JoDERD3RTstzbXEs,Quán cơm A Béo,Quán ăn nhẹ,Quán ăn nhẹ,,"2QG2+8FH Quán cơm A Béo, Đ. Trần Vĩnh Kiết, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","2QG2+8FH, Đ. Trần Vĩnh Kiết",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1648,ChIJm2EUeLmJoDERoYhJEHKJELQ,Quán ăn 3 Sáng,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán ăn 3 Sáng, 73 Đ. Nguyễn Hiền, Khu dân cư 91B, Ninh Kiều, Cần Thơ, Việt Nam","Khu dân cư 91B, Ninh Kiều",73 Đ. Nguyễn Hiền,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1649,ChIJoe70elWIoDERmhXQZZTaeTA,Quán Cơm Tấm Duy Tân,Nhà hàng,Nhà hàng,,"2P8P+48R Quán Cơm Tấm Duy Tân, Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","2P8P+48R, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1650,ChIJyx1sIbGJoDERv8Lpp5YgmXk,Quán Ăn Minh Ngọc,Nhà hàng,Nhà hàng,,"Quán Ăn Minh Ngọc, 4 Lê Thái Tổ, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",4 Lê Thái Tổ,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1651,ChIJ2wPpGJSJoDERFRrGIChBMQk,Quán ăn Cát Tường,Nhà hàng,Nhà hàng,+84 965 400 266,"2P8P+HPP Quán ăn Cát Tường, Đ. Nguyễn Văn Cừ, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","2P8P+HPP, Đ. Nguyễn Văn Cừ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
