,place_id,name,main_category,phone,address,lat,lng,House_number,Street,Ward,District,City,progress
11,,,,,,10.8056,106.73587,42,Đường Thảo Điền,Phường Thảo Điền,Thủ Đức,Hồ Chí Minh,True
12,,,,,,10.03444,105.7854,8,Đường Hòa Bình,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
14,,,,,,10.04421,105.78571,40,Đường Phạm Ngọc Thạch,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
15,,,,,,10.76202,106.69242,,Hẻm 42 Hồ Hảo Hớn,Phường Cô Giang,Quận 1,Hồ Chí Minh,True
16,,,,,,10.0251,105.7594,35,Đường Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
17,,,,,,21.01082,105.83792,31,Phố Kim Hoa,Phường Phương Liên,Quận Đống Đa,Hà Nội,True
18,,,,,,10.0357,105.78695,1,Đường Hòa Bình,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
19,,,,,,10.79622,106.74032,,Đường Vũ Tông Phan,Phường An Phú,Thủ Đức,Hồ Chí Minh,True
20,,,,,,31.54905,-82.84922,,,,,Coffee,True
21,,,,,,21.01511,105.82314,18B,Ngõ 18 Võ Văn Dũng,Phường Ô Chợ Dừa,Quận Đống Đa,Hà Nội,True
22,,,,,,10.05196,105.78942,9C,Đường Trần Phú,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
24,,,,,,21.0203,105.8548,30A,Phố Trần Hưng Đạo,Phường Phan Chu Trinh,Quận Hoàn Kiếm,Hà Nội,True
26,,,,,,21.02531,105.85524,14,Phố Ngô Quyền,Phường Tràng Tiền,Quận Hoàn Kiếm,Hà Nội,True
27,,,,,,10.00203,105.7433,,Đường Tỉnh 923,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
29,,,,,,10.02539,105.77261,47,Đường Trần Văn Hoài,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
30,,,,,,21.01729,105.84179,75,Phố Trần Nhân Tông,Phường Nguyễn Du,Quận Hai Bà Trưng,Hà Nội,True
31,,,,,,10.03214,105.74612,2,Đường Nguyễn Tri Phương,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
32,,,,,,10.04156,105.78366,127,Đường Nguyễn Trãi,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
33,,,,,,10.79564,106.66785,226/36,Hẻm 226 Lê Văn Sỹ,Phường 1,Quận Tân Bình,Hồ Chí Minh,True
34,,,,,,10.03429,105.76465,,Hẻm 51 Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
35,,,,,,10.03122,105.77527,89,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
36,,,,,,10.04118,105.76263,,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
37,,,,,,21.01027,105.83256,,Ngõ 4B Đặng Văn Ngữ,Phường Trung Tự,Quận Đống Đa,Hà Nội,True
38,,,,,,10.01405,105.76224,467,Hẻm 91 Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
39,,,,,,21.00115,105.84824,,Khu Tập Thể Bách Khoa,Phường Bách Khoa,Quận Hai Bà Trưng,Hà Nội,True
41,,,,,,10.02221,105.76385,18,Đường Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
42,,,,,,21.01516,105.85051,26,Phố Tuệ Tĩnh,Phường Nguyễn Du,Quận Hai Bà Trưng,Hà Nội,True
43,,,,,,10.04089,105.7791,79/45A,Hẻm 79 Hùng Vương,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
44,,,,,,10.04882,105.7569,299,Đường Võ Văn Kiệt,Phường An Thới,Quận Bình Thủy,Cần Thơ,True
45,,,,,,10.02313,105.74604,,Đường Xuân Thủy,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
46,,,,,,10.04553,105.75332,219A,Đường Số 6,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
48,,,,,,19.75796,-71.05233,,,Café,Los Hidalgos,Puerto Plata,True
50,,,,,,10.04475,105.76383,24,Đường Võ Văn Kiệt,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
52,,,,,,,,,,,,,True
53,,,,,,,,,,,,,True
54,,,,,,10.03635,105.77329,,Đường Nguyễn Văn Trỗi,Phường An Nghiệp,Quận Ninh Kiều,Cần Thơ,True
55,,,,,,10.02356,105.77066,9/97,Khu Dân Cư Số 9,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
57,,,,,,10.04095,105.77694,12,Đường Lê Anh Xuân,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
58,,,,,,10.04384,105.77889,55,Đường Hùng Vương,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
59,,,,,,10.04221,105.78769,,Đường Phạm Ngọc Thạch,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
60,,,,,,10.03715,105.78112,171,Đường Huỳnh Cương,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
61,,,,,,10.04396,105.76662,359/8K,Hẻm 359 Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
62,,,,,,21.01994,105.84179,14,Phố Đỗ Hành,Phường Nguyễn Du,Quận Hai Bà Trưng,Hà Nội,True
63,,,,,,,,,,,,,True
64,,,,,,,,,,,,,True
65,,,,,,10.75543,106.62712,209,Đường Bà Hom,Phường 13,Quận 6,Hồ Chí Minh,True
67,,,,,,10.04553,105.78596,98,Đường Trần Văn Khéo,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
68,,,,,,10.03518,105.77995,200,Đường Huỳnh Cương,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
69,,,,,,,,,,,,,True
70,,,,,,10.01738,105.70405,,Cầu Bông Vang,Xã Giai Xuân,Huyện Phong Điền,Cần Thơ,True
71,,,,,,10.0129,105.7603,688,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
72,,,,,,10.04928,105.76475,57,Đường Nguyễn Đệ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
73,,,,,,10.05111,105.77312,25,Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
76,,,,,,10.03336,105.78345,6,Đường Đề Thám,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
77,,,,,,10.0534,105.75672,137,Đường Đồng Văn Cống,Phường An Thới,Quận Bình Thủy,Cần Thơ,True
78,,,,,,10.03802,105.77094,63A,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
79,,,,,,10.05165,105.77329,,,,Quận Ninh Kiều,Cần Thơ,True
80,,,,,,10.03336,105.78751,24,Đường Tân Trào,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
81,,,,,,10.04441,105.78543,30,Đường Phạm Ngọc Thạch,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
83,,,,,,10.04423,105.76609,381,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
84,,,,,,10.03357,105.78679,12,Đường Phan Đình Phùng,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
86,,,,,,10.84325,106.71573,,Đường Số 1,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,True
87,,,,,,10.01213,105.75647,29/2,Hẻm 29 Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
88,,,,,,10.01366,105.7507,3,Hẻm 3 Trần Vĩnh Kiết,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
89,,,,,,38.41868,-122.88721,1995,Coffee Ln,,Sebastopol,Sonoma,True
90,,,,,,10.03623,105.75792,388,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
91,,,,,,10.03727,105.78092,159,Đường Huỳnh Cương,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
92,,,,,,10.04416,105.77921,31,Đường Hùng Vương,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
93,,,,,,10.02869,105.77658,62,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
94,,,,,,10.04037,105.78518,44,Đường Nguyễn Trãi,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
96,,,,,,10.03795,105.75927,163E,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
97,,,,,,10.02165,105.76838,3,Đường Lê Bình,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
99,,,,,,10.01063,105.76196,24,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
100,,,,,,21.00657,105.82293,298,Phố Tây Sơn,Phường Ngã Tư Sở,Quận Đống Đa,Hà Nội,True
103,,,,,,10.01179,105.75616,,Đường C29 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
104,,,,,,10.02463,105.7686,162/20,Đường Trần Ngọc Quế,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
105,,,,,,10.04286,105.78278,80,Đường Nguyễn Trãi,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
106,,,,,,10.03431,105.78551,41,Đại Lộ Hòa Bình,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
107,,,,,,10.05794,105.77469,8,Đường Trần Văn Giàu,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
108,,,,,,10.0201,105.74117,230,Đường Nguyễn Văn Cừ Nối Dài,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
109,,,,,,10.02364,105.75649,88,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
110,,,,,,10.02472,105.7682,162C,Đường Trần Ngọc Quế,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
111,,,,,,10.02962,105.75074,299,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
112,,,,,,21.01964,105.84525,70,Phố Nguyễn Du,Phường Trần Hưng Đạo,Quận Hoàn Kiếm,Hà Nội,True
114,,,,,,,,,,,,,True
115,,,,,,10.01769,105.76124,112,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
116,,,,,,10.04647,105.7817,2,Đường Trần Phú,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
117,,,,,,10.0416,105.7667,41,Đường Mậu Thân,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
118,,,,,,10.0414,105.75497,152,Đường Nguyễn Tri Phương,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
119,,,,,,21.02051,105.83852,78,Ngõ Trung Tiền,Phường Khâm Thiên,Quận Đống Đa,Hà Nội,True
120,,,,,,10.01401,105.76248,1,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
121,,,,,,10.0216,105.76449,2E,Đường Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
130,,,,,,10.04521,105.7623,77-79,Đường Võ Văn Kiệt,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
135,,,,,,10.7699,106.67021,16,Hẻm 343 Sư Vạn Hạnh,Phường 12,Quận 10,Hồ Chí Minh,True
136,,,,,,10.03501,105.78239,19/27,Hẻm 19 Trương Định,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
137,,,,,,10.02972,105.75319,307H,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
138,,,,,,10.02124,105.7546,207,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
139,,,,,,10.04122,105.77754,124,Đường Lê Anh Xuân,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
140,,,,,,10.02919,105.75064,8,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
141,,,,,,10.02363,105.76809,,Đường Quản Trọng Hoàng,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
142,,,,,,,,,,,,,True
143,,,,,,10.03635,105.78281,12R,Đường Mạc Đĩnh Chi,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
144,,,,,,10.0117,105.76472,41,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
145,,,,,,10.05766,105.77964,38D,Đường Nguyễn Văn Cừ,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
146,,,,,,10.02261,105.74624,285,Đường Số 4,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
147,,,,,,10.02199,105.77067,322,Đường Trần Ngọc Quế,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
148,,,,,,,,,,,,,True
149,,,,,,10.02078,105.75366,250,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
150,,,,,,10.0223,105.7556,145,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
151,,,,,,10.03501,105.76514,,Hẻm 51 Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
152,,,,,,10.04096,105.76267,131,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
153,,,,,,10.01736,105.73565,,Đường Tạ Thị Phi,Phường Long Tuyền,Quận Bình Thủy,Cần Thơ,True
154,,,,,,10.05263,105.77466,,Đường Nguyễn Văn Cừ,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
156,,,,,,10.0171,105.759,12G,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
157,,,,,,10.01173,105.76089,1D,Khu Dân Cư 515,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
158,,,,,,10.03662,105.77931,138A,Đường Huỳnh Cương,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
159,,,,,,10.03551,105.7842,71,Đường Ngô Quyền,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
160,,,,,,10.01533,105.76099,118,Hẻm 118 Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
161,,,,,,10.0286,105.77171,122/2,Đường Mạc Thiên Tích,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
162,,,,,,10.02208,105.76897,310/43,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
163,,,,,,55.30795,10.49181,,,,Sønder Nærå,Faaborg-Midtfyn,True
164,,,,,,10.04194,105.76645,41F,Đường Mậu Thân,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
166,,,,,,10.04182,105.76354,1,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
168,,,,,,10.04035,105.78045,,Đường Hoàng Văn Thụ,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
173,,,,,,10.04838,105.76603,44,Hẻm 44 Võ Trường Toản,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
177,,,,,,10.02397,105.74975,,Đường Số 4,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
179,,,,,,10.03592,105.75738,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
180,,,,,,10.04002,105.75689,57,Đường Nguyễn Tri Phương,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
181,,,,,,10.02736,105.7637,51/16B/1,Hẻm 51 Đường 3 Tháng 2,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
182,,,,,,10.02499,105.76303,30/48K,Quốc Lộ 91B,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
184,,,,,,10.03923,105.75128,11,Đường Trần Minh Sơn,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
185,,,,,,10.03573,105.75703,161,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
186,,,,,,10.02169,105.76443,4,Đường Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
189,,,,,,10.01248,105.76286,3a,Hẻm 17 Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
191,,,,,,10.0152,105.75041,99,Hẻm 5 Trần Vĩnh Kiết,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
192,,,,,,10.03272,105.77709,158/70,Hẻm 2 Nguyễn Việt Hồng,Phường An Phú,Quận Ninh Kiều,Cần Thơ,True
193,,,,,,10.05635,105.77817,60,Đường Nguyễn Văn Cừ,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
194,,,,,,10.01901,105.76996,233/2,Đường Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
195,,,,,,10.02255,105.7558,133,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
196,,,,,,10.03352,105.78816,62,Đường Hai Bà Trưng,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
197,,,,,,,,,,,,,True
198,,,,,,10.03403,105.78525,55,Đường Ngô Văn Sở,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
199,,,,,,10.04888,105.78483,134,Đường Trần Phú,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
200,,,,,,10.0401,105.76706,31/2,Đường Lê Anh Xuân,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
201,,,,,,10.01289,105.74239,,Đường Số 3,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
202,,,,,,10.01412,105.74636,2,Đường Hoàng Quốc Việt,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
203,,,,,,10.01516,105.76309,602,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
204,,,,,,10.03049,105.77606,176,Đường Nguyễn Việt Hồng,Phường An Phú,Quận Ninh Kiều,Cần Thơ,True
205,,,,,,10.03021,105.75187,,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
206,,,,,,10.01339,105.7616,,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
209,,,,,,21.02364,105.84464,86,Phố Quán Sứ,Phường Trần Hưng Đạo,Quận Hoàn Kiếm,Hà Nội,True
210,,,,,,10.03307,105.74904,,QL.91B,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
212,,,,,,10.04351,105.79073,45,Đường Lê Lợi,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
213,,,,,,10.03183,105.77527,146,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
215,,,,,,10.02106,105.754,236,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
217,,,,,,10.04132,105.78208,47,Đường Hoàng Văn Thụ,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
222,,,,,,10.01403,105.76297,151,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
226,,,,,,10.02278,105.76289,,Hẻm 28 Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
229,,,,,,10.03226,105.77408,,,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
230,,,,,,10.03174,105.78567,,Đường Điện Biên Phủ,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
235,,,,,,10.04182,105.76354,1,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
236,,,,,,10.01986,105.75563,27,Đường Trần Hoàng Na,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
237,,,,,,10.02821,105.75858,1,Đường Số 6,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
238,,,,,,21.02047,105.84601,39A,Phố Liên Trì,Phường Trần Hưng Đạo,Quận Hoàn Kiếm,Hà Nội,True
239,,,,,,10.02356,105.77066,9/97,Khu Dân Cư Số 9,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
240,,,,,,10.03329,105.7837,2,Đường Đề Thám,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
241,,,,,,10.05075,105.76901,13,Đường Nguyễn Đệ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
242,,,,,,10.03685,105.7582,163C/7,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
243,,,,,,10.03784,105.7597,121,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
244,,,,,,10.01972,105.77284,,,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
245,,,,,,10.01982,105.75593,2,Đường Trần Hoàng Na,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
246,,,,,,10.03684,105.78613,6,Đường Ngô Hữu Hạnh,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
247,,,,,,10.06294,105.68558,,Đường Nguyễn Văn Linh,,Quận Bình Thủy,Cần Thơ,True
248,,,,,,10.02223,105.76335,7,Đường Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
249,,,,,,,,,,,,,True
250,,,,,,10.02684,105.7772,66,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
251,,,,,,10.04921,105.7909,,Đường Sông Hậu,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
252,,,,,,10.04707,105.76905,277,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
253,,,,,,10.03592,105.75738,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
254,,,,,,10.00329,105.75114,1,Đường Nguyễn Trãi,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
255,,,,,,10.0122,105.75349,,Đường 3 Tháng,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
256,,,,,,43.76052,1.89396,,,La Caïphe,Puybegon,Tarn,True
257,,,,,,10.0331,105.78507,23,Đường Đồng Khởi,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
258,,,,,,10.03931,105.78626,12,Đường Nguyễn Trãi,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
259,,,,,,10.00177,105.7736,,Đường Trần Hoàng Na,Phường Hưng Thạnh,Quận Cái Răng,Cần Thơ,True
260,,,,,,10.03492,105.78855,12,Đường Trần Quốc Toản,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
261,,,,,,,,,,,,,True
264,,,,,,10.01429,105.77144,264A,Đường Tầm Vu,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
272,,,,,,10.00429,105.74325,3,Đường B2,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
273,,,,,,10.01245,105.76391,27,Hẻm 151 Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
274,,,,,,10.01679,105.76107,107,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
275,,,,,,10.01483,105.76184,14,Hẻm 118 Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
276,,,,,,10.01268,105.76151,451,Hẻm 91 Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
277,,,,,,,,,,,,,True
278,,,,,,10.03592,105.75738,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
279,,,,,,10.05287,105.77454,,Đường Nguyễn Văn Cừ,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
280,,,,,,10.03719,105.75892,236,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
286,,,,,,10.02962,105.7743,35,Đường Mạc Thiên Tích,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
287,,,,,,10.03349,105.75999,9,Đường Trần Nam Phú,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
288,,,,,,10.0082,105.74878,,Đường Lộ Vòng Cung,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
289,,,,,,10.02322,105.76614,232,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
290,,,,,,10.02376,105.77093,60,Khu Dân Cư Số 9,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
291,,,,,,10.02602,105.75834,410,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
292,,,,,,10.06126,105.7645,3,Đường Cách Mạng Tháng 8,Phường An Thới,Quận Bình Thủy,Cần Thơ,True
293,,,,,,10.03188,105.78136,16,Đường Phan Văn Trị,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
294,,,,,,10.01344,105.76133,,Đường 30/4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
295,,,,,,21.01419,105.83372,2,Phố Nam Đồng,Phường Nam Đồng,Quận Đống Đa,Hà Nội,True
296,,,,,,10.04212,105.75466,88,Đường Số 2,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
299,,,,,,10.04447,105.75276,2,Đường Số 7,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
300,,,,,,10.03355,105.7484,337,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
301,,,,,,10.0265,105.74756,40,Đường Nguyễn Văn Cừ,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
303,,,,,,10.02828,105.74947,10B,Hẻm 10A Nguyễn Văn Cừ,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
307,,,,,,10.03835,105.77057,2,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
308,,,,,,10.0268,105.77628,169,Đường 30 Tháng 4,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
309,,,,,,10.03284,105.77438,1,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
310,,,,,,10.0357,105.78695,1,Đường Hòa Bình,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
311,,,,,,10.02599,105.7804,1A,Đường Quang Trung,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
312,,,,,,10.02628,105.77131,77,Đường Trần Văn Hoài,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
313,,,,,,10.01148,105.76092,5,Khu Dân Cư 515,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
314,,,,,,10.03225,105.75004,3,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
315,,,,,,10.01641,105.76041,95,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
316,,,,,,,,,,,,,True
317,,,,,,10.76914,106.69466,159,Đường Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True
318,,,,,,10.05008,105.77201,91,Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
319,,,,,,10.04613,105.78909,3,Đường Lê Lợi,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
