,place_id,name,main_category,phone,address
1157,ChIJZ0UJ7o-rNTER2nSpYi3Figw,Cà Phê 36,Quán cà phê,,"Cà Phê 36, 36 P. Nguyễn Thượng Hiền, Nguyễn Du, Hai Bà Trưng, Hà Nội"
1161,ChIJxzGrKWSJoDERCuEV9Yf2Tfo,Cafe Ngọc Nhi,Quán cà phê,,"2P6W+2RW Cafe Ngọc Nhi, An Bình, Ninh Kiều, Cần Thơ"
1162,ChIJuffRW7OJoDERnljHHZPIYyg,Cà Phê KIM PHÁT,Quán cà phê,0913 973 797,"2Q62+GRP Cà Phê KIM PHÁT, An Bình, Ninh Kiều, Cần Thơ"
1165,ChIJexQ-_LaJoDERpPPtUiPlN9w,Quán Cà Phê Như Ý,Quán cà phê,0292 3843 391,"Quán Cà Phê Như Ý, 430C Hậu Thạnh Mỹ, Lê Bình, Cái Răng, Cần Thơ"
1166,ChIJ4bOeuxeJoDER2w4OT6nU-7I,Cà phê Lê Thông,Quán cà phê,0939 117 156,"Cà phê Lê Thông, 71 Đường B28, Phường An Khánh, Ninh Kiều, Cần Thơ"
1168,ChIJO6E9ukSJoDER9eqes9CVwMw,TEA AND COFFE 1988,Quán cà phê,,"TEA AND COFFE 1988, 151 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
1172,ChIJ3aAKvPmJoDERhh1df96_oTw,Go coffee,Quán cà phê,,"2QPC+2Q6 Go coffee, Đ. Cao Thắng, Xuân Khánh, Ninh Kiều, Cần Thơ"
1175,ChIJ35-Zd8pjoDERQ_iXskCoZ7s,Cà phê bình dân,Quán cà phê,,"Cà phê bình dân, 19-21 Đ. Thủ Khoa Huân, Tân An, Ninh Kiều, Cần Thơ"
1176,ChIJ-SqthZ9ioDERWXJ9cK2PLdo,Quán Cà Phê 44,Quán cà phê,0292 3821 056,"Quán Cà Phê 44, 44 Đ. Nam Kỳ Khởi Nghĩa, Tân An, Ninh Kiều, Cần Thơ"
1177,ChIJj0cWRTWJoDERxKw3cRUxUhk,216 COFFEE,Quán cà phê,,"216 COFFEE, 216/40e Hẻm 216, Hưng Lợi, Ninh Kiều, Cần Thơ"
1178,ChIJp82NfiGIoDERFIw2t02Pmig,Quán Cà Phê Mậu Thân,Quán cà phê,0292 3899 160,"Quán Cà Phê Mậu Thân, 102 Đ. Mậu Thân, Xuân Khánh, Ninh Kiều, Cần Thơ"
1179,ChIJb7_pNzWIoDERXoBsLXVjun0,Quán Cà Phê 50,Quán cà phê,0292 3837 954,"Quán Cà Phê 50, 50 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
1180,ChIJqa9LT_-HoDER6M1-4zM57VE,Quán Cà Phê Hoàng Phú,Quán cà phê,0939 656 957,"3Q5J+M99 Quán Cà Phê Hoàng Phú, Nguyễn Văn Cừ nối dài, Cồn Khương, Ninh Kiều, Cần Thơ"
1186,ChIJL0reZe2JoDERFtFhX88Gywg,Cafe Góc Phố,Quán cà phê,,"Cafe Góc Phố, 156 Đ. Mậu Thân, An Phú, Ninh Kiều, Cần Thơ"
1192,ChIJiw9OMQeIoDERLmchPQjmA04,Cơ Sở Chế Biến Cà Phê Tiến Thắng,Quán cà phê,0292 3811 118,"Cơ Sở Chế Biến Cà Phê Tiến Thắng, 36 Đoàn Thị Điểm, Cái Khế, Ninh Kiều, Cần Thơ"
1207,ChIJx3y4ma9ioDERhLvT09Xeni8,Cafe Ngọc Xuân,Quán cà phê,,"2QVR+MJ2 Cafe Ngọc Xuân, Cái Khế, Ninh Kiều, Cần Thơ"
1208,ChIJg_RQZKlioDERelXSiuJydHM,Coffee MK,Quán cà phê,0963 881 191,"2QXP+8F2 Coffee MK, Cái Khế, Ninh Kiều, Cần Thơ"
1221,ChIJWR8_4oGJoDERpKVFfcoB1tE,Cà phê Chốn Cũ Cần Thơ,Quán cà phê,,"2QRH+9V5 Cà phê Chốn Cũ Cần Thơ, An Cư, Ninh Kiều, Cần Thơ"
1222,ChIJD78wxDaJoDERb9H9EZUK47o,Cà phê Cốc,Quán cà phê,,"Cà phê Cốc, 149B Hoàng Văn Thụ, An Cư, Ninh Kiều, Cần Thơ"
1223,ChIJrablRyeIoDERKJTYoceOB0M,Quán Cà Phê 54,Quán cà phê,0292 3827 531,"Quán Cà Phê 54, 30 Quang Trung, An Lạc, Ninh Kiều, Cần Thơ"
1229,ChIJ2TNgc16JoDERfjCUGCRfow8,Quán Cà Phê Duy Tâm,Quán cà phê,,"2QR6+8VM Quán Cà Phê Duy Tâm, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1234,ChIJ1XZOcM-JoDERhP5uJTC1pdM,Cà Phê Xanh Coffee,Quán cà phê,0783 878 979,"Cà Phê Xanh Coffee, 132D Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ 900000"
1236,ChIJ2Xhs-oGJoDERlOcAPoYqjIo,Cà Phê sạch Black Gold - Lụa Coffee,Quán cà phê,,"2QR4+C2P Cà Phê sạch Black Gold - Lụa Coffee, Đ. Tô Hiến Thành, Phường An Khánh, Ninh Kiều, Cần Thơ"
1242,ChIJqdNwfBOIoDERN_1IF7XJT90,Cà Phê Win,Quán cà phê,,"Cà Phê Win, 136 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1243,ChIJg5ix7iiJoDER1AooWLDEB5c,Mini House tea & coffee,Quán cà phê,0907 830 603,"Mini House tea & coffee, Tổ 4/387/4 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1249,ChIJBYIZdzKJoDERZEJ5xvaMUgk,Cà phê Hạt mang về,Quán cà phê,0388 880 340,"2QH2+XJG Cà phê Hạt mang về, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1252,ChIJTQu4ARWJoDERjvTSaaUeaDg,XÓM CÀ PHÊ- HỒNG PHÁT,Quán cà phê,,"XÓM CÀ PHÊ- HỒNG PHÁT, 260 Đ.Xuân Thủy, An Bình, Ninh Kiều, Cần Thơ"
1253,ChIJTWEVPbKJoDERxW4b2AV9Sv0,Quán Cà Phê Thủy,Quán cà phê,,"2P5X+7JJ Quán Cà Phê Thủy, An Bình, Ninh Kiều, Cần Thơ"
1259,ChIJofTXIBKJoDEREpyiQaOF8pU,Quán Cà Phê Hải Đăng,Quán cà phê,0292 3911 023,"Quán Cà Phê Hải Đăng, 146A Ấp Mỹ Phước, Huyện Phong Điền, Mỹ Khánh, Phong Điền, Cần Thơ"
1260,ChIJSXo2ehSJoDERuwFu0_uMnho,Quán Cà Phê Hạnh Nhi,Quán cà phê,0292 3903 928,"Quán Cà Phê Hạnh Nhi, 253 Ấp Mỹ Phước, Huyện Phong Điền, Mỹ Khánh, Phong Điền, Cần Thơ"
1271,ChIJqWoGIqGJoDERSEOUPnGM6jo,Quán Cà Phê 365,Quán cà phê,0292 3706 007,"Quán Cà Phê 365, 365, Đường Lộ Vòng Cung, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
1276,ChIJF-og6--JoDERcpaaAQiImqY,Quán cà phê Bảy Bé,Quán cà phê,0919 119 323,"Quán cà phê Bảy Bé, 35/1b Lý Thường Kiệt, Lê Bình, Cái Răng, Cần Thơ"
1279,ChIJtwiKTUuIoDER5nicJHI91UE,Quán Cà Phê Tấn Thủy,Quán cà phê,0837 189 899,"Quán Cà Phê Tấn Thủy, 167/1A, Quốc Lộ 1A, P. Lê Bình, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
1280,ChIJsz0MlrCJoDERfy9B9Wp0pHQ,Que Anh Coffee Shop,Quán cà phê,0292 3911 728,"Que Anh Coffee Shop, 483A, Area No 1, 3/2 Street, Ninh Kieu District, Can Tho City, Lê Bình, Cái Răng, Cần Thơ"
1281,ChIJxZOPV76JoDERos20b6U2ZGA,Cà phê Gia Hân,Quán cà phê,0389 291 746,"Cà phê Gia Hân, Hưng Lợi, Ninh Kiều, Cần Thơ"
1282,ChIJXS09wkeIoDERQXIBCAUC-og,Cà Phê 138,Quán cà phê,0292 3781 358,"Cà Phê 138, 138 Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ"
1286,ChIJHQme9zSIoDERv-vQnibt_4o,Cà Phê Phố Đêm,Quán cà phê,0292 3838 476,"Cà Phê Phố Đêm, 124 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
1287,ChIJC0TV3UeJoDERWc7f04QC70U,Cà Phê Sạch Black Gold - Kim Châu,Quán cà phê,,"Cà Phê Sạch Black Gold - Kim Châu, 586 Hẻm 553, Hưng Lợi, Ninh Kiều, Cần Thơ"
1288,ChIJXwCYWIWJoDERISgBmAUg8Kw,Cà Phê Sạch Black Gold - Ngọc Bích,Quán cà phê,,"Cà Phê Sạch Black Gold - Ngọc Bích, 118 Đường Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
1290,ChIJQcWIJDWIoDERlfYw09Deobs,Cà Phê Hồng Nghi,Quán cà phê,0947 707 431,"Cà Phê Hồng Nghi, 91 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
1291,ChIJqY4-QAGJoDERTUQfHcsbRqQ,Cà phê Sake 86,Quán cà phê,,"Cà phê Sake 86, 86 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
1295,ChIJk4yXWTSIoDERqDyqJl62meE,Quán Cà Phê Timon,Quán cà phê,0292 3508 673,"Quán Cà Phê Timon, 120A, Đường 30/4, Quận Ninh Kiều, Hưng Lợi, Ninh Kiều, Cần Thơ"
1300,ChIJ0V-RMLGJoDERSX_ZjG6tKao,Cafe Văn Phòng Cửu Long,Quán cà phê,,"2QPC+2Q6 Cafe Văn Phòng Cửu Long, Đ. Cao Thắng, Xuân Khánh, Ninh Kiều, Cần Thơ"
1301,ChIJG2siIk2JoDERbQRC2yJeu74,Quán cafe tình nhân Tim,Quán cà phê,0939 999 331,"Quán cafe tình nhân Tim, 19 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ"
1309,ChIJj2KpRKdioDERSxTwSYqEhXk,After All Coffee,Quán cà phê,0907 159 654,"2QQM+H4W After All Coffee, Hẻm 59 - Đề Thám, An Hội, Ninh Kiều, Cần Thơ"
1311,ChIJ-5unJoiJoDER8WbbPvk7Yag,Caffe Tĩnh,Quán cà phê,,"Caffe Tĩnh, 1d Dãy A Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
1312,ChIJ-QCHcgOIoDERDhRAyHM6z4M,Quán Cafe 18,Quán cà phê,0292 3761 107,"Quán Cafe 18, 18, Bà Huyện Thanh Quan, Phường Thới Bình, Quận Ninh Kiều, Thành Phố Cần Thơ, Thới Bình, Ninh Kiều, Cần Thơ"
1313,ChIJ9eRWmGuJoDER0nVNBshPDsQ,Coffee Thu 1984,Quán cà phê,0829 910 182,"Coffee Thu 1984, 184 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1314,ChIJJ7CJ-i-IoDER0eOC1oNy6HM,TN Coffee,Quán cà phê,,"TN Coffee, 259 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ"
1315,ChIJkQSkhVSJoDERMvqjsPnFiYY,đi cà phê.,Quán cà phê,,"đi cà phê., 86 Đ. Lê Lai, An Lạc, Ninh Kiều, Cần Thơ"
1316,ChIJc_lAC8CJoDER-V9Om9KMA50,Coffee Số,Quán cà phê,0901 576 679,"Coffee Số, 213d Nguyễn Thị Minh Khai, Xuân Khánh, Ninh Kiều, Cần Thơ"
1324,ChIJrVgA_1V9oDERpNvGARxPJKU,Cafe Thảo Vân,Quán cà phê,0939 417 319,"3Q5J+RV9 Cafe Thảo Vân, Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ"
1333,ChIJZXnWRQOIoDERwSafVluhcDY,Tran Thi Kim Tham Coffee Shop,Quán cà phê,0938 682 904,"Tran Thi Kim Tham Coffee Shop, 43B1/1/57, Tran Hung Dao Street, An Cu Ward, Ninh Kieu District, Thới Bình, Ninh Kiều, Cần Thơ"
1336,ChIJ8bu2c2JjoDERJB6QmglZkfk,Cà phê võng Bờ Kè,Quán cà phê,,"2QWR+VP6 Cà phê võng Bờ Kè, Cái Khế, Ninh Kiều, Cần Thơ"
1357,ChIJtxjPNRNjoDERMA-tfh4Xxf8,Cà Phê Lâm Bách Phú,Quán cà phê,0907 666 792,"Cà Phê Lâm Bách Phú, Trần Văn Khải, An Hội, Ninh Kiều, Cần Thơ"
1369,ChIJNev306CJoDERM3Cq0K0ESU0,Hi Coffee,Quán cà phê,,"Hi Coffee, 70A Đ. 3/2, Xuân Khánh, Ninh Kiều, Cần Thơ"
1374,ChIJXbQNhNaJoDERUIo12FTuXGk,Quán cà phê Anh Tài,Quán cà phê,,"Quán cà phê Anh Tài, 49 Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ"
1380,ChIJwQIltBOIoDERQCnMCXpmVrM,Cà Phê Phúc Lợi Võng,Quán cà phê,,"Cà Phê Phúc Lợi Võng, An Khánh, Ninh Kiều, Cần Thơ"
1384,ChIJjV0ZV26JoDER7bEA9IjFs8Y,MILANO Cofee - Take Away,Quán cà phê,,"MILANO Cofee - Take Away, 390 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
1386,ChIJwSHh92yIoDERCTK_psh9qzk,Cà phê Vạn Xuân,Quán cà phê,,"2QR4+G73 Cà phê Vạn Xuân, Phường An Khánh, Ninh Kiều, Cần Thơ"
1387,ChIJverWm92JoDERICxzJzfVkIk,Cà phê pha máy an phat coffee,Quán cà phê,0939 195 049,"Cà phê pha máy an phat coffee, 14b Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ"
1389,ChIJZw8nNauJoDERvTQdE55BLK4,Cà Phê Sạch Black Gold - Oxy Coffee,Quán cà phê,,"2QP5+QGJ Cà Phê Sạch Black Gold - Oxy Coffee, Phường An Khánh, Ninh Kiều, Cần Thơ"
1390,ChIJn5-1C42JoDERJd0AxOuuTk4,Quán cà phê Bằng Lăng Tím,Quán cà phê,,"2QH6+664 Quán cà phê Bằng Lăng Tím, Đ. Số 7, Phường An Khánh, Ninh Kiều, Cần Thơ"
1392,ChIJA2cRlUGIoDERNa1jBx5mAEk,Quán Cà Phê Bi Da Phượng,Quán cà phê,0292 3753 297,"Quán Cà Phê Bi Da Phượng, 372 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1394,ChIJOVcpbKaJoDER1OSndnB1X9w,Quán Cà Phê KHẢ PHƯƠNG,Quán cà phê,,"2PMX+8JM Quán Cà Phê KHẢ PHƯƠNG, Phường An Khánh, Ninh Kiều, Cần Thơ"
1395,ChIJyW-AuAqJoDERJ9WjOmJxmuo,Cà Phê Sala,Quán cà phê,0943 587 412,"2QJ2+3PC Cà Phê Sala, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1396,ChIJGcfKlEOIoDERrDemSM_vZFs,Quán Cà Phê Ngộ Viện,Quán cà phê,0917 696 566,"2QH2+VFP Quán Cà Phê Ngộ Viện, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1397,ChIJlQq5W0GIoDER7AbzYhku_JI,Quán Cà Phê Huyền Trân,Quán cà phê,0709 549 534,"Quán Cà Phê Huyền Trân, 222/6 , Quốc Lộ 91B,, Quận Bình Thủy, Tp Cần Thơ"
1398,ChIJX4TlUbmJoDERcZlvT68ICjE,Cà Phê Sạch Black Gold - Khả Phương,Quán cà phê,,"Cà Phê Sạch Black Gold - Khả Phương, 345 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
1402,ChIJpaCTNFGIoDER_hIkVAXhrtY,Cà Phê Mến Thương,Quán cà phê,0987 003 018,"2P9R+X9V Cà Phê Mến Thương, Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
1403,ChIJ9y8HvfyJoDERaVnQpG22dGo,Cà Phê Và Giặt Sấy Nhà Tâm,Quán cà phê,0706 824 824,"Cà Phê Và Giặt Sấy Nhà Tâm, 11 Đ. Xuân Hồng, An Bình, Bình Thủy, Cần Thơ"
1404,ChIJZ5-XwxSJoDERkhKKoNZH6Tg,COFFEE 1999,Quán cà phê,,"COFFEE 1999, 23/6 Nhật Tảo, Lê Bình, Cái Răng, Cần Thơ"
1407,ChIJaY3U2UeIoDERGRtTTegCo9Y,Quán Cà Phê Trang Hạ,Quán cà phê,,"2QF4+7HF Quán Cà Phê Trang Hạ, Hưng Lợi, Ninh Kiều, Cần Thơ"
1411,ChIJQTCD16iJoDERu87FCm7zG5c,Quán cà phê Ngọc Lan,Quán cà phê,,"XPW8+Q64 Quán cà phê Ngọc Lan, Chợ, Mỹ Khánh"
1412,ChIJVzkKTvyIoDERBut4otuFm-c,Quán Cà Phê Phương Đại,Quán cà phê,0919 444 339,"Quán Cà Phê Phương Đại, 271/91B, Khu Vực Bình Phó B, Phường Long Tuyền, Quận Bình Thủy, Long Tuyền, Bình Thủy, Cần Thơ"
1417,ChIJtdgnnKCJoDERfJSKbI_uwPg,Quán Cà Phê K+ - Bida - Nhạc Sống Kiều Vy,Quán cà phê,0292 3844 928,"Quán Cà Phê K+ - Bida - Nhạc Sống Kiều Vy, 255 Ấp Mỹ Phước, Huyện Phong Điền, An Bình, Ninh Kiều, Cần Thơ"
1418,ChIJ-zRwmz6JoDERbR31rW33ik4,Cafe LyLy,Quán cà phê,0939 560 662,"Cafe LyLy, 34/1d Nguyễn Việt Dũng, Lê Bình, Cái Răng, Cần Thơ"
1419,ChIJLR_KkKCJoDERkU8VSNqkysU,Quán Cà Phê Kim Yến,Quán cà phê,0292 3928 732,"Quán Cà Phê Kim Yến, 333 Ấp Mỹ Nhơn, Huyện Phong Điền, An Bình, Ninh Kiều, Cần Thơ"
1421,ChIJm4sV66CJoDERzK5zIWlyJjw,Quán Cà Phê Bảo Ngọc,Quán cà phê,0292 3849 981,"Quán Cà Phê Bảo Ngọc, 251 Ấp Mỹ Phước, Huyện Phong Điền, An Bình, Ninh Kiều, Cần Thơ"
1422,ChIJ76WVAq-JoDERYbyZWcwDG-Y,Quán Cà Phê Diễm Châu,Quán cà phê,0292 3097 977,"Quán Cà Phê Diễm Châu, 431, Lộ Vòng Cung, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
1426,ChIJuc43TLKJoDERf3LoM9PJRZc,Quán Cà Phê Hoàng Ngân,Quán cà phê,0292 3532 102,"Quán Cà Phê Hoàng Ngân, 7, Quốc Lộ 1A, Quận Cái Răng, An Bình, Ninh Kiều, Cần Thơ"
1430,ChIJUfott7SJoDERsnb6HC55EgQ,Quán Cà Phê 168,Quán cà phê,0292 3913 579,"Quán Cà Phê 168, 168, Khu Vực Yên Hòa, P. Lê Bình, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
1432,ChIJLQbqdc-JoDERokGoV6dBNpU,Cafe Nice,Quán cà phê,,"Cafe Nice, 85 Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ"
1434,ChIJcffcyHyJoDERPS-AenEHx_4,Cà phê Bồ Công Anh,Quán cà phê,,"Cà phê Bồ Công Anh, 96 Đ. Nam Cao, Khu dân cư 91B, Ninh Kiều, Cần Thơ"
1435,ChIJWQgQV9uJoDERMmgUnMTQn3I,Cà phê Phố 91B,Quán cà phê,,"Cà phê Phố 91B, 330 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
1439,ChIJl3Xk3HdjoDERiEAitZzddzo,Cà Phê Chợ,Quán cà phê,0939 991 678,"Cà Phê Chợ, 97 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ"
1441,ChIJe-QpvMmJoDERCqIg9UTjQgY,Nhà 102 Coffee,Quán cà phê,0939 258 384,"2Q85+RMV Nhà 102 Coffee, Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
1443,ChIJoYYRAU2JoDER2ooDcTg07Fw,Cafe Đêm A Minh,Quán cà phê,0939 607 360,"Cafe Đêm A Minh, 451 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
1449,ChIJEdgvxRiIoDERaAcYhF_4ORA,Cà Phê Lạc Hồng,Quán cà phê,0292 2213 468,"Cà Phê Lạc Hồng, 153g Đ. Trần Hưng Đạo, An Phú, Ninh Kiều, Cần Thơ"
1451,ChIJDxlfEXuJoDERo2Sz_qwPjvE,Cà Phê Sạch Black Gold - Căn tin TTHL ĐHCT,Quán cà phê,,"Cà Phê Sạch Black Gold - Căn tin TTHL ĐHCT, Cổng A, Khu II, ĐHCT Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ"
1454,ChIJvbBWqyWIoDERjXVKTl9XdIs,Quán Cà Phê The Girt,Quán cà phê,0292 3739 337,"Quán Cà Phê The Girt, 1 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ"
1456,ChIJRVTCvySIoDER7wRo0jHD4m0,Thao Vy Coffee Shop,Quán cà phê,0913 703 919,"Thao Vy Coffee Shop, 146H, Tran Van Hoai Street, Ninh Kieu District, Can Tho City, Xuân Khánh, Ninh Kiều, Cần Thơ"
1458,ChIJSVRJmp9ioDERJFd01xU9J9s,Xua Nay Coffee Shop,Quán cà phê,0292 3821 454,"Xua Nay Coffee Shop, 108 Đường Châu Văn Liêm, Tân An, Ninh Kiều, Cần Thơ"
1463,ChIJVbO2wK5joDERR_FHdjhwWBw,Nước Mía Cà Phê,Quán cà phê,0944 014 894,"Nước Mía Cà Phê, 5 Đ. Ng. Hữu Hạnh, Tân An, Ninh Kiều, Cần Thơ"
1466,ChIJ2whBf59ioDERVTFpWS0df80,Tiệm Cà Phê Khánh Băng,Quán cà phê,0918 869 385,"Tiệm Cà Phê Khánh Băng, 27 Đ. Đồng Khởi, P, Ninh Kiều, Cần Thơ"
1467,ChIJyeYSnO6JoDER_xFj5eTUjmk,Piggee Kafe II,Quán cà phê,0795 916 075,"Piggee Kafe II, 100 Đường Đồng Văn Cống, An Thới, Bình Thủy, Cần Thơ, Vietnam Cần Thơ Can Tho City, 940000"
1468,ChIJhemAjzaJoDERJlseRBoQd6c,Cafe Phố,Quán cà phê,,"Cafe Phố, 256/3B Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
1469,ChIJQagxi-pjoDERbdUfJ_mopcY,Quán cà phê 002,Quán cà phê,0933 424 002,"Quán cà phê 002, 2 Đ. Ng. Hữu Hạnh, Tân An, Ninh Kiều, Cần Thơ"
1470,ChIJ68CuoNyJoDERd2iWSIvg1a4,Cà phê Hẻm Tài Xỉu,Quán cà phê,,"Cà phê Hẻm Tài Xỉu, 108, 45 Đ. 30 Tháng 4, An Lạc, Ninh Kiều, Cần Thơ"
1471,ChIJZbI41FKJoDER2WLAlhOCUFw,Cà phê Trái tim,Quán cà phê,0932 848 383,"2QH6+QPM Cà phê Trái tim, Hồ Búng Xáng, Cần Thơ 900000"
1472,ChIJ0WpuE5-JoDERPJKDMH-g_rw,Cà phê Đà Lạt,Quán cà phê,,"2PGX+GF8 Cà phê Đà Lạt, Đầu, Đường Số 4, Khu dân cư Hồng Phát, Ninh Kiều, Cần Thơ"
1473,ChIJx1mbuqSJoDERlsErf06f8uU,Cafe 385,Quán cà phê,0772 546 755,"Cafe 385, 145f Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ"
1474,ChIJPeevj66JoDERyZsUCPU4NVA,Cà phê 679.,Quán cà phê,,"2QG6+83H Cà phê 679., Hưng Lợi, Ninh Kiều, Cần Thơ"
1475,ChIJ551McmWJoDERXxqBN5Im5UY,Cafe,Quán cà phê,,"Cafe, 10 Đ. Lê Bình, Xuân Khánh, Ninh Kiều, Cần Thơ"
1476,ChIJP0eIZ6BioDERgSSvIilKOIk,Cà Phê 26,Quán cà phê,,"Cà Phê 26, 26 Đ. Nguyễn Khuyến, Tân An, Ninh Kiều, Cần Thơ"
1477,ChIJa1RSRdZjoDERyoPWmFozlp0,Café,Quán cà phê,,"2RC3+98H Café, Khu Vực I, Phú Thứ, Cái Răng, Cần Thơ"
1478,ChIJT0qPzqSJoDERzpwaLFnw8H8,Cà phê 90,Quán cà phê,,"Cà phê 90, 90 Đường Trần Hoàng Na, Khu dân cư 91B, Ninh Kiều, Cần Thơ"
1479,ChIJD0GNczSIoDERIOAj7GlLnyo,Cà Phê 379,Quán cà phê,,"Cà Phê 379, 175B Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
1480,ChIJZQbw-YSJoDERi31qetJNyxM,Cà phê,Quán cà phê,,"Cà phê, 43-24 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ"
1481,ChIJh1PKwTqIoDERg7IFhTYLOhU,Cafe Pi,Quán cà phê,,"Cafe Pi, 9 Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ"
1486,ChIJmX5x30iJoDERllXN5-Rwt4k,Quán Cafe Rang Xây Copha,Quán cà phê,,"Quán Cafe Rang Xây Copha, 204 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1495,ChIJm3MhASWJoDERp5a6iI11Blw,CAFEIN 1987,Quán cà phê,,"CAFEIN 1987, 426 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
1496,ChIJfSVqDe6JoDERb8xJwAXFXPM,Quán Cà Phê 179,Quán cà phê,0902 295 201,"Quán Cà Phê 179, 179 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ"
1498,ChIJvWNXcwaHoDERkTB-H5ILuMY,Cà Phê & Nước Ép 30/20,Quán cà phê,0393 475 065,"Cà Phê & Nước Ép 30/20, 30/20 Hẻm Số Đỏ, Cái Khế, Ninh Kiều, Cần Thơ"
1499,ChIJybw6o799oDERqhOJszqgGqo,"Cà phê AE (võng, sân vườn thoáng mát)",Quán cà phê,,"3Q5J+WX7 Cà phê AE (võng, sân vườn thoáng mát), Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ"
1528,ChIJc1uKUf6HoDERAdW9o44Cv9Q,Café - Sinh Tố Huỳnh Hà,Quán cà phê,,"3Q4H+JGC Café - Sinh Tố Huỳnh Hà, Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ 900000"
1531,ChIJVad_lwSIoDERFiH3IEsbU28,Quán Cà Phê Mỹ Toàn,Quán cà phê,0939 466 070,"Quán Cà Phê Mỹ Toàn, 79 Đ. Phạm Ngũ Lão, Thới Bình, Ninh Kiều, Cần Thơ"
1533,ChIJe2zKnlljoDERCkXkcD4m4yk,Cafe ăn sáng,Quán cà phê,,"Cafe ăn sáng, 3c Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ"
1534,ChIJkXiC_S9joDERzpPhLdl1w1A,BOSS Cafe Trà Sữa Ăn Vặt,Quán cà phê,,"2QRV+MHG BOSS Cafe Trà Sữa Ăn Vặt, Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ"
